title,symbol_price_change,symbol_price_change_ratio,VnId_score,score
BID: Decision of the board of directors on the contract for bic to rent the unused arrea at the building building of Quang Ngai,-1,0,-0.5,-0.4
Marketing of Bank Stocks Incrended by Nearly 6 Billion USD after more than 2 months,-1,0,-0.5,-0.4
BID121027: The Board of Director Apprves The Co -provision of International Travel Insurance Services,-1,0,-1,-0.6
BID: Re -Appoint Mr. Tran Phuong as Deputy General Director from 1.5.2022,1,1,0.5,0.8
BID: Decision of the board of directors for approval of the inscription Service Provision Contract,1,1,0.5,0.8
BID121027: Report on the Situation of Principal and Interest in Corporate Bonds,-1,0,1,0.2
BID122005: Report on the company Management Situation in the first 6 months of 2022,-1,0,1,0.2
BID121027: Report on Company Management Situation in the First 6 Months of 2022,-1,0,1,0.2
BID121028: Report on The Situation of the Company's Management in the First 6 Months of 2022,-1,0,1,0.2
BID122003: Report on Company Management Situation in the First 6 Months of 2022,-1,0,1,0.2
BID122004: Report on Company Management Situation in the First 6 Months of 2022,-1,0,1,0.2
"BID121027: BIDV Board of Directors Apprevoves The Policy, Plan and Contract to Lease An Additional Area of ??the 13th Floor of BIDV Tower",-1,0,1,0.2
BID121027: BIDV Board of Directors Approves The Capital Loan Agreement BIDV BIDV and BIDC,-1,0,1,0.2
BID: Appr made the capital Lending Agreement Between BIDV and Bidc for Thanh Thang Group Investment JSC,1,1,1,1
"BIDV Newspaper Interest 6 Months Exceeded 11,000 Billion, Recorded Rate of Bad Debt is High",1,1,1,1
"BID: The Board of Directors Apprves The Policy, Plan and Contract to lease an additional Area of ??the 13th Floor of BIDV Tower",1,1,-1,0.20000000000000007
BID121027: Through the Contract to Buy Shipping Insurance and Money Insurance Contracts,-1,0,0.5,0
BID122003: Through a Contract to Buy Shipping Insurance and Money Insurance Contract,-1,0,0.5,0
BID: Report on the company management situation in the first 6 months of 2022,-1,0,0.5,0
BID122004: Through the Contract to Buy Shipping Insurance and Money Insurance Contracts,-1,0,0.5,0
BID122005: Through the Contract of Buying Insurance and Money Insurance Contracts,-1,0,0.5,0
BID121028: Through the Contract to Buy Shipping Insurance and Money Insurance Contracts,-1,0,0.5,0
BID: Periodically reports the sacituion of Principal and Interest in Corporate bonds in the first 6 months of 2022,-1,0,-0.5,-0.4
BID: The Board of Directors Approved The Insurance Purchase Contract,-1,-1,-0.5,-0.8
BID: The decision of the board of director,-1,-1,-0.5,-0.8
BID: Appointing Mr. Danh Chuong is the person in Charge of the Company Administration From 1.7.2022,1,1,0.5,0.8
BID: The Board of Directors Apprves SBLC Issuance for Sci An JSC,1,0,-0.5,0
BID: Decision to change the location of the center of the center of Saigon Center,1,0,-0.5,0
BID: Decision to change the location of the headquarters of Lam Son Branch,-1,0,1,0.2
BID: The Board of Directors Approved The Plan For Renting An Unused Area at Binh Dinh Branch Headquarters,-1,0,1,0.2
"Continuously Holding The Record in the Financial and Banking Industry, BIDV Made A Bold Impression On The 65 -Year Journey of Development",-1,0,-0.5,-0.4
Bid: Mr. Tran Phuong was Authorized to publish information from 24.5.2022,1,0,0.5,0.4
BID: The First Trading Day of Bonds,-1,0,0.5,0
BIDV is about to bid in a debt of more than VND 120 Billion from gac vietnam,1,1,0.5,0.8
BID: Receiving a decision from HNX v/v approving the listing of BIDV Bonds,-1,-1,-1,-1
"BID122003: On 20/5/2022, The First Transaction 10,524,298 Listed Bonds",-1,-1,-1,-1
"BID121028: May 20, 2022, The First Transaction of 9,710,000 Listed Bonds",-1,-1,-1,-1
"BID121027: May 20, 2022, The First Transaction of 12,000,000 Listed Bonds",-1,-1,-1,-1
"BID122005: On 20/5/2022, The First Transaction of 1,570,272 Listed Bonds",-1,-1,-1,-1
"BID122004 DATED 20/5/2022, The first transaction of 10,000,000 listed bonds",-1,-1,-1,-1
BID121028: Information Disclosure of Vietnam Investment and Development Joint Stock Commercial Bank,-1,-1,-1,-1
BID122005: Information Disclosure of Vietnam Investment and Development Commercial Joint Stock Bank,-1,-1,-1,-1
BID122004: Information Disclosure of Vietnam Investment and Development Commercial Joint Stock Bank,-1,-1,-1,-1
BID122003: Information Disclosure of Vietnam Investment and Development Commercial Joint Stock Bank,-1,-1,-1,-1
BID121027: Decision to approve the listing of commercial and commercial bonds of Vietnam Investment and Development,-1,-1,-0.5,-0.8
BID122005: Decision to approve the listing of commercial and commercial bonds in Vietnam,-1,-1,-0.5,-0.8
BID122004: Decision to approve the listing of commercial and commercial bonds of Vietnam Investment and Development,-1,-1,-0.5,-0.8
BID122003: Decision to approve the listing of commercial and commercial bonds in Vietnam,-1,-1,-0.5,-0.8
BID121028: Decision to approve the listing of commercial and commercial bonds of Vietnam Investment and Development,-1,-1,-0.5,-0.8
BID: Link to Announce The Revised Company Charter,-1,-1,-0.5,-0.8
BID: The Board of Directors Apprves Transactions with the Relevant Party,-1,0,-0.5,-0.4
BID: Appointing Mr. Phan Duc Tu as the bottle of the board of director for the term 2022 - 2027,-1,0,-0.5,-0.4
"Setting up Provision Nearly 7,400 Billion, Profit of a ""Big man"" Bank Still Increased by 33% in the first Quarter",-1,0,-0.25,-0.3
BID: Resolution and Minutes of Annual Shareholder Meeting in 2022,1,1,0.5,0.8
BID: Resolution of the board of directors approving the exped program and the 2022 Annual General Meeting of Shareholders,1,1,0.5,0.8
"BIDV General Meeting: Plan To Increase ITS Charter Capital to More Than VND 61,200 Billion, Issued Individually 9%",1,1,0.5,0.8
BID: The Decision of the State Bank of Vietnam Regarding The Extension of the Time Limited for Other Foreign Exchange Activities,-1,0,-0.5,-0.4
BID: Resolution of the board of directors Apprevese the bond Issuance plan in the form of individual Issuance,-1,0,1,0.2
BID: Link to Announce Documents of the Annual General Meeting of Shareholders in 2022,-1,-1,-0.5,-0.8
BID: The SBV's Decision to open and use the bad account in Foreign Countries,1,1,1,1
Bid: Decision of the State Bank of Vietnam on the Addition of the Content of the Establishment and Operation of Bid,-1,-1,-0.5,-0.8
"BID: 25.3.2022, Additional Listing 1,036,505,776 Shares",-1,0,-0.5,-0.4
BID: Report on the Situation of Principal and Interest in Public Bonds in 2021,-1,-1,-0.5,-0.8
BID: Report on the Situation of Principal and Profit of Bonds Issed Individually in 2021,-1,-1,-0.5,-0.8
BID: Report The Results of the offering of bonds to the public,-1,-1,-0.5,-0.8
BID: Report on the company Management Situation in 2021,-1,-1,-0.5,-0.8
BID: Reminded Slowly CBTT to change the number of Shares with Voting Rights,-1,-1,-0.5,-0.8
Inforgraphic: Notable Fluctuions In Banking and Finance Industry on January 20,1,1,0.5,0.8
BID: Official Letter of the Ssc on the statement report on Stock ISSAUance to Pay The DIVIDend of Bid,-1,-1,0.5,-0.4
"BID: The number of Voting Shares is Circulating is 5,058,523,816 Shares",-1,-1,0.5,-0.4
BID: The Board of Directors Approved the draw appendix to the contract to amend the loan with Capital with Keb Hanabank,-1,-1,0.5,-0.4
"More than 1 Billion BIDV Shares Prepare for Account 28,684 Investors",-1,0,-0.5,-0.4
"""The Giant Wakes Up"": A Big4 Stock Increased Nearly 20% After The First 9 Sessions of 2022",1,1,0.5,0.8
"BID: Issued 1,036,505,776 Shares to Pay Divididi",1,1,0.5,0.8
"Soi bad Debts of 3 ""Big"" Vietcombank, Vietinbank, BIDV",-1,0,-1,-0.6
[Inforgraphic] The Hottest Banking and Financial Events in the First Week of 2022,-1,0,-1,-0.6
BID: The decision to change the local headquarters of April,1,1,-1,0.20000000000000007
BID: The Board of Directors Apprves The Plan and Rents A Part of the Headquarters,-1,0,0.5,0
BID: The Board of Directors Approved the Credit -Granting Loan Agreement Between BIDV Dong Nai and Bidc Hanoi,-1,0,0.5,0
BID: Offering a public bond,-1,0,-0.5,-0.4
BID: The bach fox offered bonds to the public,-1,0,-0.5,-0.4
BID: The information updated information for bach bach offer bonds to the public,-1,0,-0.5,-0.4
Bid: Commitment to the Issuing Organization for Investors,-1,0,-0.5,-0.4
BID: The Board of Directors Apprevoves The Credit Card Limited To Deputy General Director,-1,0,-0.5,-0.4
BID: Certificate of Registration for Public Bonds,-1,0,-0.5,-0.4
BID: Resolution of the board of director for amendments to support the Issuance Plan and Commitment to Listed Bonds,-1,0,-0.5,-0.4
BID: The decision of the SSC Apprevoves The Extension of the Certificate of Registration for the Public Bond to Bid,-1,0,-0.5,-0.4
BID: Resolution of the board of directors approving the plan to issue bonds to the public,-1,0,-0.5,-0.4
BID: Official Letter of the Ssc on the Report on Stock Issuance to Pay The DIVIDend of Bid,-1,0,-0.5,-0.4
"BID: The number of Voting Shares is Circulating is 5,058,526,255 Shares",-1,0,-0.5,-0.4
BIDV Chairman Phan Duc Tu Revealed Business Results 2021,-1,0,-0.5,-0.4
BID: The Board of Directors Apprves The Plan For Renting An Unused Area,-1,0,-1,-0.6
"BID: Issued 1,036,508,215 Shares to Pay DividiDIDID",1,0,0.5,0.4
BID: Change the location of Binh Chanh Branch,-1,0,-1,-0.6
BID: Decision to change the location of Nam Ha Tinh Branch Headquarters,-1,-1,-1,-1
"BID: Decision to change the location of the headquarters of District 3, Ho Chi Minh City",-1,-1,-1,-1
"Attendance of Businesses That Close the Right to Receive DividiDIDI IN Cash, Shares and Bonus Stocks from December 20 to December 24, 2021",-1,0,-1,-0.6
"BID: 23.12.2021, Day of Education of Days in 2020 (200 VND/CP) and Shares (100: 25,77119312 Ratio)",-1,0,-1,-0.6
"BID: The Board of Directors Apprves the Policy, Plan and Contract to lease an additional Office Area at BIDV Tower",-1,0,-1,-0.6
Calendar of the Right to Receive Cash DividiDI of 6 Businesses,-1,0,-0.5,-0.4
BIDV Closed On 24/12 to divide DividiDIDAN: State ShareHolders are about to receive 650 Billion in Cash and Nearly 840 Million New Shares,-1,0,0.5,0
BID: The Content is concerned about cash divedend payment and stock Issuance to Pay Dividind,-1,0,0.5,0
BID: Official Letter of the Ssc on the Issuance of Shares to Pay The Dived of BIDV,-1,0,0.5,0
BIDV was approved by the SBV for DIVIDend of 25.77%,1,0,0.5,0.4
Bid: Official Letter of the SBV on the Approval of Increasing the Charter Capital of Bid,1,0,0.5,0.4
BID: Resolution of the board of directors approving the profit Distribution plan in 2020,1,1,0.5,0.8
BIDV is Preparing to divide Dividies with Stocks of 25.77%,-1,-1,-0.5,-0.8
BID: Minutes and Resolution of the General Meeting of Shareholders on Collecting Shareholders in Writing,-1,-1,-0.5,-0.8
BID121028: Receive Registration Documents of Securities Listing From Joint Stock Commercial Bank for Investment and Development of Vietnam,-1,0,0.5,0
"BID: The Board of Directors Apprevoves Contracts, Guarantee Transactions for International Capital Loan",-1,0,0.5,0
"Foreign Investors Net Sold Trillion VPB and HDB in November, Strongly Collecting Shares CTG, VCB and Bid",-1,0,0.5,0
BID121027: Receive Registration Documents of Securities Listing of Vietnam Investment and Development Commercial Joint Stock Bank,-1,0,0.5,0
"BID: The Board of Directors Apprevoves The Results of Socialist, New Level and Adjusts The Limited for BSL",-1,0,-0.5,-0.4
BIDV Wants to sell the debt of Nearly 900 Billion from the Giant of Ca Mau Fisheries,-1,0,0.5,0
"BIDV Wants To Issue More Than 1 Billion Shares to Pay The Dived Of Nearly 26%, The Charter Capital is expected to exceed 50,500 Billion",-1,-1,0.5,-0.4
BID10406: Acquired bonds before the due date,1,1,-1,0.20000000000000007
BID: The decision of the board of directors regarding the transaction with the involved party,1,1,-1,0.20000000000000007
BID: The Board of Directors Apprevoves The Agreement with the Relevant Party,-1,0,-1,-0.6
"Both Promoting New Issuance, Just Actively Acquiring Bonds: What are the banks?",-1,-1,-1,-1
"BID: November 19, 2021, Date of Education and Training, Collected Shareholders in Writing for the Second Time in 2021",1,0,1,0.6000000000000001
Bid11908: Decision on cancellation of bid11908 bond posting,1,0,1,0.6000000000000001
BID11908: Listing for bond11908 bonds,1,0,1,0.6000000000000001
BID11908: DKK DKC Payment of Bond Interest in 2021,1,0,1,0.6000000000000001
"State -OWNED GROUP: Vietcombank is gaping profits, Vietinbank, BIDV Actively Prevent",1,0,1,0.6000000000000001
"Why is less Revenue, Techcombank Profit is Superior to BIDV and Vietinbank?",1,0,1,0.6000000000000001
BID: Results of the Public Bond offering by the method of Guarantee Issuded in 2021,-1,0,1,0.2
BID: Results of the Public Bond offering by the method of agents issued in 2021,-1,0,1,0.2
BID11908: Back Before The Deadline BIDV,1,1,1,1
BID: Appr made The Plan for Renting a Temporary Area Unused for the headquarters of Hoa Binh.,1,1,-1,0.20000000000000007
"BID: Resolution of the board of directors, for comments in writing",1,0,1,0.6000000000000001
BIDV Collected Shareholders About DividiDIDIDID,1,0,1,0.6000000000000001
"""Soi"" Bad Debt more than VND 50,000 Billion at 3 ""Big"" Vietcombank, Vietinbank, BIDV",-1,0,-1,-0.6
BIDV Profits Go down in the 3rd Quarter of 2021,-1,0,-1,-0.6
BID: Decision of the board of directors regarding and amending and supporting the company's charter capital,-1,0,1,0.2
BID: Two Transactions with the relevant party,-1,0,-1,-0.6
BID: The decision of the board of directors Apprevese BIDV's Deposit Investment Transactions at Lao Viet Bank,-1,0,-1,-0.6
"BID: Decision on Loans for Credit -Granting Capital for Nam Kim Steel Joint Stock Company Between BIDV, BIDC and VRB",-1,0,-0.5,-0.4
BID: The decision of the board of director for loans with Capital with Bidc HN The Amaccao Quang Tri Wind Plant Project 1,-1,0,-0.5,-0.4
BID: The decision of the board of directors Apprevese the draw is the draw Loan agreement between BIDV and VRB,1,0,-1,-0.2
BID: Issuing bonds to the public,1,1,1,1
BID: The 26th Business Registration Certificate,-1,0,0.5,0
BID: The Decision of the Board of Directors The Lending Limited with the Tsb for Hana Microfinance Limited (Myanmar),-1,0,0.5,0
BID: The decision of the board of directors approves the payment transaction in Advance Part of the Deposit Contract at Bidc and LVB,-1,0,0.5,0
Bid: Notice of the SBV's Decision on the Amendment of BIDV's Head Office Address,-1,0,0.5,0
BID: Changing the location of the headquarters of Bac Quang Binh,-1,0,-1,-0.6
VDSC: BIDV has just receipted a new credit Growth Limited,1,1,1,1
Bid: Official Letter of the Ssc on the Maximum Bid Spn,-1,0,0.5,0
BID: Explanation of the Semi -Fluctuations of Semi -Formal Sales in 2021 Reviewed Compared to the Same Period in 2020,-1,0,-1,-0.6
Why Disturbance Profit Growth in "Big 3" Vietnamese Bank?,1,1,1,1
BID: Periodically reports the sacituion of Principal and Interest in Corporate bonds in the first 6 months of 2021,-1,0,0.5,0
BID: Report on the company management in the first 6 months of 2021,-1,0,0.5,0
BID: Resolution of the board of directors regarding BIDV bonds issue to the public in 2021,-1,-1,-0.5,-0.8
BID: Voting Record of Collecting Shareholders in Writing 2021,-1,-1,-0.5,-0.8
BID: The Resolution of the Board of Director Apprevoves The Adjustment of the Issuance of Bonds to the Public,-1,-1,-0.5,-0.8
BID: The Resolution of the Board of Director approved The application for registration of bonds to the public,-1,-1,-0.5,-0.8
"BID: 30.6.2021, Date of Education and Training For Shareholders in Writing",-1,0,1,0.2
BID: Resolution of the board of directors regarding the organization to collect shareholders in writing,1,1,0.5,0.8
BID: The decision of the board of director v/v changes the name of Binh Tay Saigon Branch,1,1,0.5,0.8
"BIDV Profit Before Tax of Nearly VND 3,400 Billion in the first Quarter of 2021, Lower Than VPBank, MB",-1,0,-0.25,-0.3
Bid: Mr. Tran Thanh Van Stops Working As TV.HÐQT from 1.5.2021,1,1,0.5,0.8
VDSC: BIDV depends on level 2 to invrease credit,-1,0,-1,-0.6
Bid: Resolution and Minutes of Annual General Meeting of Shareholders in 2021,-1,0,-1,-0.6
BID: Appointing Mr. Le Ngoc Lam as General Director from 12.3.2021,-1,0,-1,-0.6
BID: Annual Report Path 2020,-1,0,-1,-0.6
"BIDV General Meeting of Shareholders: Set the target of Profit in 2021 Reaching 13,000 Billion, Where is the Motivation From?",-1,0,-1,-0.6
BIDV General Meeting of Shareholders: Keb Hana Bank Is Not Sure To Participate in the Upcoming Stock Issuance,-1,0,-1,-0.6
"BIDV Aims to Profit in 2021, Reaching 13,000 Billion Dong, Expected DividiDIDID with Stocks of 12.2%",1,1,1,1
BID: Explanation of Profit After Tax Difference in 2020 Compared to 2019,-1,-1,-1,-1
BID: Change the location of the headquarters of thach that branch,1,1,0.5,0.8
BIDV Moved the Annual Meeting of the Annual Shareholder Meeting,1,1,0.5,0.8
BID: The decision of the board of directors regarding the approval of transactions with the involved party,1,1,0.5,0.8
"Increasing the Provision Expenses, BIDV's 4th Quarter Profit Decline 42%",-1,-1,-0.5,-0.8
BID: Report on Company Management Situation in 2020,1,1,1,1
"The Stocks Increased in Shock - Deeply Decrosed by 2020, Leaving many emotions for Investors",-1,0,-1,-0.6
VCB: The Board of Directors Apprves The Policy and Authority to Perform the Transaction with the CB,-1,0,-0.5,-0.4
VCB: The Board of Directors Apprves the Policy and Authority to Carry Out The Deposit Recaveling with VCB Lao,-1,0,-0.5,-0.4
VCB: The Board of Directors Appredit Limits For Commercial Banks of Vietnam Construction One Member Limited Liability - CB,-1,0,-0.5,-0.4
VCB: Path and Explanation of Profit Fluctuions and Adjustment of State Audit Factors 2023,1,1,0.5,0.8
VCB: The Resignation of Mr. Nguyen My Hao - Member of the Board of Directors,-1,0,-0.5,-0.4
"Submit to the National Assembly to Invest in Additional 20,695 Billion Dong of State Capital in Vietcombank",1,0,0.5,0.4
VCB: Information about the compulsory transfer of Vietnam Construction Bank,-1,0,-0.5,-0.4
VCB: Resolution of the Board of Directors on approving the plan to Issue Individual Green Bonds in 2024,1,0,-0.5,0
VCB: The Board of Directors Apprevoves The Credit Limited for VCBL,-1,0,-1,-0.6
VCB: Notice of the use of New Seals of VCB,-1,0,1,0.2
VCB: The Board of Directors Apprevoves The Adjustment of Credit Limited for Mizuho Bank Ltd.,-1,0,1,0.2
VCB: The Board of Directors Approved the Transaction Between VCB and VCBM,1,0,-0.5,0
VCB: Company Charter Amended 2024,-1,0,0.5,0
VCB: Regultations on organization and operation of the board of director amended in 2024,-1,0,0.5,0
VCB: Regulation on Internal Management in 2024,-1,0,0.5,0
VCB: Regultations on organization and operation of the supervisory board in 2024,-1,0,0.5,0
VCB: Appointing Ms. Dinh Thi Thai as Head of Supervisory Board From August 19,1,1,1,1
VCB: Minutes of Meetings and Resolutions of the Extraordinary General Meeting of Shareholders in 2024,1,1,1,1
VCB: Notice of Update and Supplementation of Unusual General Meeting of Shareholders in 2024,-1,0,1,0.2
Vietcombank Temporarily withdraws a Separate Release Plan at the Unusual Shareholder Meeting,-1,0,-0.5,-0.4
"VCB: Resolution of the Board of Director No. 387 August 13, 2024",-1,0,-0.5,-0.4
VCB: Appointing Ms. Tran My Hanh In Charge of the Supervisory Board From 1.8.2024,1,1,-1,0.20000000000000007
VCB: Official Dispatch Announced the 2nd Quarter of 2024 and Link,1,1,1,1
VCB: Report on the company management situation in the first 6 months of 2024,1,1,1,1
VCB: Extraorrdinary General Meeting of Shareholders in 2024,1,0,-0.5,0
VCB: Appointing Mr. Nguyen Thanh Tung as the bottle of the board of director from 26.7.2024,-1,0,0.5,0
Vietcombank has the new readman of the board of director,-1,0,0.5,0
"VCB: 18.7.2024, Date of Education and Training Organized Extraordinary Shareholders in 2024",-1,0,0.5,0
VCB: Resolution of the Board of Directors Preparing to Organize An Extraordinary Shareholder Meeting in 2024,1,0,0.5,0.4
VCB: The Board of Directors Approved the Transaction Between VCB and VCBS,-1,0,0.5,0
VCB: BOD Apprevoves Transactions Between VCB and Mizuho Bank,-1,0,-1,-0.6
VCB: Notice of Change of Establishment and Operation License,-1,-1,-0.5,-0.8
VCB: Minutes of Meetings and Resolution,-1,0,0.5,0
VCB: Announcing the path of private financial statements and HN Q1/2024,-1,0,0.5,0
VCB: Update and support Documents of the Annual General Meeting of Shareholders in 2024,-1,0,0.5,0
VCB: Materials of the Annual Shareholder Meeting in 2024,1,1,-0.5,0.4000000000000001
VCB: Re -Appoint Mr. Dang Hoai Duc As Deputy General Director,-1,0,1,0.2
VCB: Explaining the Difference in LNST IN 2023 Compared to the previous year,1,0,-0.5,0
VCB: The Board of Directors Apprevoves The Policy of Trading of Vietnamese Government Bonds in USD with VFC subsidiarry,1,0,0.5,0.4
VCB: The Board of Directors Apprves The Deposit Limited for VFC (Subsidiarry),-1,0,-1,-0.6
"VCB: 26.3.2024, Date of Education and Education Attended the Annual Shareholder Meeting in 2024",1,0,0.5,0.4
VCB: Resolution of the board of director,-1,0,1,0.2
"Vietcombank Closed the Plan to Use Nearly 21,700 Billion Profits in 2022 to Divide Dividind",1,1,1,1
VCB: Resolution of the Board of Directors approving the profit Distribution Plan 2022,1,1,1,1
Vietcombank Prepares Shareholders Meeting to Discuss Profit Distribution and Increase Capital,1,0,1,0.6000000000000001
VCB: Resolution of the Board of Director approved the policy of changing the name and location of the estencement of New Branches,-1,0,-1,-0.6
VCB: The Resolution of the Board of Director Apprevoves The Preparation for Organizing The Annual General Meeting of Shareholders 2024,-1,0,-1,-0.6
VCB: The Board of Directors Apprves The Second Share Purchase Contract with Mizuho Bank Ltd,-1,0,-1,-0.6
"A Big4 Group Personel with Salary, Bonus Higher Than the Chairman and General Director",-1,-1,-1,-1
"Where Did Vietcombank's Profit of More Than 41,000 Billion from 2023 Come From?",-1,-1,-1,-1
VCB: Link The Financial Statements and Explain The Profit After Tax Difference in Q4 2023 Compared to the 4th Quarter of 2022,-1,-1,-1,-1
VCB: Report on Company Management in 2023,-1,0,0.5,0
"VCB: Minutes, Resolutions and Documents of the Extraordinary General Meeting of Shareholders in November 2023",1,1,0.5,0.8
Vietcombank Appoinds The Legal Representative Instead of Mr. Pham Quang Dung,1,0,1,0.6000000000000001
VCB: Notice of Change of Personel of Legal Representative,1,1,0.5,0.8
VCB: Notice of Changing the 17th Enterprise Registration Certificate,1,1,0.5,0.8
VCB: Appointing Mr. Because Viet Hung In Charge of the Board of Directors from 1.1.2024,1,0,0.5,0.4
VCB: The Decision to Appoint Mr. Pham Quang Dung as Deputy Governor of the State Bank of Vietnam,1,0,0.5,0.4
VCB: Results of Individual Bonds Offer,1,1,0.5,0.8
"VCB: Ms. Nguyen Thi Kim Oanh - Member of the Board of Directors Bought 5,000 Shares",-1,0,0.5,0
VCB: Resolution of the Board of Director approving the plan to Issue Individual Bonds in 2023,-1,0,0.5,0
Vietcombank Appointed New Chief Accountant,-1,0,0.5,0
Business Situation of A Series of Enterprises with Stocks at the Peak of History in 2023,-1,0,-1,-0.6
VCB: Notice of Signing Audit Contracts 2024,1,0,1,0.6000000000000001
"VCB: Ms. Nguyen Thi Kim Oanh - Member of the Board of Directored To Buy 10,000 Shares",-1,0,-0.5,-0.4
VCB: Minutes of Meetings and Resolutions of the Extraordinary General Meeting of Shareholders in November 2023,1,0,1,0.6000000000000001
Vietcombank Meets Unusual Shareholders Tomorrow,-1,0,-1,-0.6
VCB: Additional Updates of Unusual General Meeting of Shareholders in 2023,-1,0,-1,-0.6
VCB: Update and support the extraordinary meeting of the genera,-1,0,-1,-0.6
VCB: Link The Individual Financial Statements and Consolidation Q3/2023 and Explain The Volatility of Q3/2023,1,1,-0.5,0.4000000000000001
VCB: Explanation of Profit After Tax Difference in Quarter 3/2023 Compared to the 3rd Quarter of 2022 and the Linkage Link in the 3rd Quarter of 2023,1,1,-0.5,0.4000000000000001
"Used to account for nearly 1/4 of Vietnam's Stock Exchange Value, The Total Capitalization of ""SynNGE"" Vingroup is not as good as Vietcombank",1,1,-0.5,0.4000000000000001
VCB: Resolution of the Board of Directors Approved the Policy of Changing The Location of VCB Vung Tau Headquarters,-1,0,-0.5,-0.4
VCB: Notice of Changing the 16th Registration Certificate,1,1,0.5,0.8
VCB: Regultations of organization and amendments and supports,-1,0,-0.5,-0.4
VCB: Resolution of the Board of Director for Approval of a Number of Articles in the Charter and Registration of Amendment,1,0,0.5,0.4
VCB: The Decision of the State Bank of Vietnam Regarding the Amendment of the Contents of the Charter Capital In The Operation License of VCB,1,0,-1,-0.2
VCB: CBTT Materials of the Meeting of Shareholders Abnormally,1,0,-1,-0.2
VCB: The Board of Directors Apprevoves The Credit Limited with VCBL subsidiarry,1,1,0.5,0.8
VCB: Change the location of Thai Binh Branch,1,1,1,1
"VCB: 15.9.2023, Trading 856.574,691 Additional Listing",-1,0,0.5,0
"VCB: 30.8.2023, Additional Listing 856,574,691 Shares",1,1,-0.5,0.4000000000000001
VCB: Resolution of the Board of Directors for approval to stop Implementing VCB Bac Khanh Hoa,-1,0,-0.5,-0.4
"VCB: August 31.8.2023, Date of Education and Training of the Extraorrdinary General Meeting of Shareholders in October 2023",-1,-1,-0.5,-0.8
Vietcombank Prepares An Unusual Shareholder Meeting,1,0,0.5,0.4
Vietcombank Appointed A Series of Senior Personel,1,0,0.5,0.4
VCB: CBTT Resolution of the Board of Directors Regarding The Unusual General Meeting of Shareholders in October 2023,1,0,0.5,0.4
VCB: CBTT Links The Semi -Year -old Review of the 2023 Year and Explanation,-1,0,-0.5,-0.4
VCB: CBTT Received Feedback from the Ssc on the Report on the Results of the Stock ISSAUance to Pay DividiDIDIDIDEDIS,-1,0,-0.5,-0.4
VCB: Notice of Personnel Change,-1,0,-0.5,-0.4
"VCB: Issude 856,574,691 Shares to pay DividiDIDID",-1,0,-1,-0.6
"VCB: The number of Shares with Voting Rights is Circulating is 5,589,091,21,262 Shares",-1,0,-1,-0.6
"Top Businesses The Largest Interest In The First Half of 2023: Vinhomes Surpasside Vietcombank to the No. 1 Position, VPBank Decrosed by 12 Steps",-1,0,-1,-0.6
VCB: Explanation of Profit Fluctuions in the second Quarter of 2023 Compared to the same Period last year,-1,-1,1,-0.2
"Because Vietcombank's Total Assets Decreated by more than VND 109,500 Billion in the First Half of the Year?",-1,-1,1,-0.2
VCB: Report on the company management situation in the first 6 months of 2023,-1,0,-1,-0.6
Vietcombank Became the first stock to exceed the threshold of Half a Billion -Dollar Capitalization in Vietnam's Stock History,1,1,-1,0.20000000000000007
"Vietcombank General Director Nguyen Thanh Tung: In The First 6 Months, Vietcombank Grew Credit 2.6%, The Provision Rate of Bad Debt Is Still Over 350%",-1,0,1,0.2
"VCB: 25.7.2023, Date of Education and Training Issud A Divend Payment (1,000: 181 Ratio)",-1,0,0.5,0
VCB: Resolution of the Board of Directors for approving the registration of bond transactions for indicim bonds vcb,1,1,0.5,0.8
Vietcombank Closed the List of Shareholders with 18.1% Dividodsi,1,1,0.5,0.8
VCB: CBTT Resolution of the Board of Directors Apprevoves The Stock ISSAUAce Plan To Pay DividiDIDID,1,1,0.5,0.8
VCB: CBTT V/V ISSUED Shares to pay DividiDID,1,1,0.5,0.8
"A Big Man Who Prepared to Pay Dividies, The Rate of 18.1%",-1,0,0.5,0
VCB: Official Letter of the Ssc has search a documenting the results of stock Issuance to Pay Divididi,-1,0,0.5,0
VCB: Transaction with relevant people,1,0,-0.5,0
"Becoming a Parent Bank of Construction Bank, What is Vietcombank?",1,1,1,1
"Vietcombank Shares Surpased the Peak, Capitalization of Approximately US $ 20 Billion",1,1,-1,0.20000000000000007
"The SBV Allows Vietcombank to Increase Capital to More Than 55,800 Billion Dong",1,0,-1,-0.2
VCB: Official Letter of the State Bank of Vietnam Approved for VCB to Increase Charter Capital,1,0,-1,-0.2
ShareHolders of many banks receiving good news,-1,0,-1,-0.6
"Vietcombank is Preparing to pay more than 18%, Increasing Capital to over VND 55,000 Billion",1,1,1,1
"Receiving Weak Bank Transfer: MB, Vietcombank, HDBank and VPBank have Implemented?",-1,-1,-0.5,-0.8
VCB: Link Announcing The Financial Statements for Quarter 1/2023 and Explanation,-1,-1,-0.5,-0.8
"Vietcombank: Profit Increased by 13% in the first quarter, Provision for bad debt Continued to Continue the System",-1,0,-0.25,-0.3
VCB: Correct the Independent BCKT of the Separate and Consolidated Financial Statements 2022,1,0,0.5,0.4
VCB: Correcting HN and 2022,1,0,0.5,0.4
VCB: Resolution of the Board of Director for approval of incursing charter Capital Through Stock ISSAUance to Pay Dividinds,1,1,-0.5,0.4000000000000001
