title,score,label
offici letter ssc dossier notif maximum ratio,0.8,2
result individu issuanc bond 6th period 2021,0.8,2
result individu issuanc bond 7th period 2021,0.8,2
decis board director,0.4,2
board director apprevov polici chang locat headquart vcb son la,-0.6000000000000001,0
result individu bond 2021,-0.4,0
result individu issuanc bond 2 phase 3 2021,1.0,2
ssi research vietcombank restructur debt 12000 billion,0.2,1
vietcombank want borrow vnd 4000 billion via bond channel,0.2,1
resolut board director approv plan issu individu bond 2021,0.2,1
vietcombank profit tax 19300 bullion first 9 month firmli champion bank profit,0.6000000000000001,2
vietcombank first time divedend stock nearli 13 year,-1.0,0
vietcombank prepar dividen increas charter capit,-1.0,0
resolut board direct increment charter capit stock issuanc pay dividod 2019,0.2,1
resolut board director approv transact relat parti,0.2,1
board director approv transact relev person independ board director,-0.6000000000000001,0
board director approv 2 transact relev person independ board director,0.0,1
techcombank profit vietcombank thirter,0.6000000000000001,2
shb share recov strongli floor move near tpb anchor firmli record highland,0.0,1
resolut board director approv transact relev parti,0.0,1
continu author ms phung nguyen hai yen cbtt,-1.0,0
appr made implement extern foreign currenc trade lao compani,-0.4,0
sbv decis send represent state capit,1.0,2
hvn import 14803693 buy right,-0.2,1
bank float wave vib increas ceil,0.2,1
paradvic vietcombank best busi system bad stock develop,0.2,1
vietcombank regist buy 8 million share vietnam airlin hvn 10000 vndshare,-0.4,0
trend king stock group soon revers,-0.4,0
hvn bank regist implement 14803693 buy right,0.0,1
link announc resolut board director approv transact approv relat peopl,0.0,1
14th busi registr certif,-0.4,0
two highest personel vietcombank offici receipt appoint decis,-0.3,0
lead challeng bad debt pressur new presid vietcombank,0.0,1
reduc oper board director mr viet hung,-0.6000000000000001,0
assign execut board mr nguyen thanh tung,-0.6000000000000001,0
appoint mr pham quang dung chairman board director term 2018 2023,-0.6000000000000001,0
vietcombank new presid,0.4,2
ssi lower vietcombank profit due sharplli reduc loan interest rate,0.4,2
vietcombank reduc 05 1year lend interest rene busi individu appli august 18,1.0,2
ssi vietcombank dividend plan submit govern,1.0,2
explan profit profit fluctuat 2021 compar period last year,0.2,1
vietcombank 2nd quarter profit 14 decreat 14,0.6000000000000001,2
explan profit tax differ quarter 22021 compar second quarter 2020,0.6000000000000001,2
report compani manag situat first 6 month 2021,0.8,2
offici letter state bank approv,-0.8,0
receiv letter state bank approv,0.8,2
mani bank record record profit 6 month bank exceed annual plan,-1.0,0
vietcombank credit growth 98 first 6 month year capit mobil increas 18,-1.0,0
vndirect techcombank mb advantag take advantag econom recoveri,-0.6000000000000001,0
mr hung viet tvhđqt assign charg board director 372021,-0.6000000000000001,0
mr xuan thanh stop repres state capit,-0.6000000000000001,0
mr viet hung assign charg vietcombank board director,-0.6000000000000001,0
vietcombank record xuan thanh bottl board director,-0.6000000000000001,0
chairman vietcombank board directoror find lucki chosen vietcombank,-0.4,0
vietcombank credit growth first 6 month year reach nearli 9,0.0,1
board director apprvesapprv content credit transact relat parti,0.0,1
board director approv content transact fpt inform system co ltd,0.8,2
inform dislosur regult,0.8,2
board director apprevov polici chang locat headquart quang tri,-0.4,0
vnindex peak histori capit vietcombank surpas vingroup top vietnam stock market,1.0,2
bank share green back set new peak weekend session,1.0,2
chang address nha trang branch,0.8,2
board director issu decis chang locat lao branch,0.8,2
sp rais vietcombank credit prospect stabil posit,0.6000000000000001,2
chang address labor,0.4,2
intern regult corpor govern,-0.4,0
compani charter,-0.4,0
regult organ oper board director,-0.4,0
regult organ oper supervisori board,-0.4,0
explan profit tax differ quarter 12021 compar first quarter 2020,0.4,2
appoint mr shojiro mizoguchi tvhđqt cum deputi gener director april 23,-0.8,0
minut meet resolut annual sharehold meet 2021,-0.8,0
mr xuan thanh vietcombank profit first quarter 8000 billion dong 70 period,0.4,2
vietcombank gener meet sharehold 2021 pay 8dividend charter capit increas vnd 50 trillion,0.4,2
annual report link 2020,1.0,2
content transact fpt inform system co ltd,0.6000000000000001,2
link annual gener meet sharehold 2021,0.2,1
vietcombank still lot rice differ escap loneli peak profit long time,0.2,1
adjust data 2019 accid state audit result,1.0,2
bsc posit assit bank industri recommend buy vcb ctg vpb tcb,1.0,2
1832021 date educ train organ annual sharehold meet 2021,-0.8,0
expens stock vietnames stock market,0.0,1
vietcombank close list sharehold march 19 organ annual gener meet sharehold,0.8,2
resolut board director approv organ annual gener meet sharehold 2021,-0.4,0
report compani manag 2020,-0.8,0
soi fluct price stock expens market price,0.8,2
interest vietcombank servic oper skyrocket 247 fourth quarter 2020,0.8,2
sbv decis approv establish branch transact offic,1.0,2
712025 date educ divididid 2023 stock ratio 100 15,0.4000000000000001,2
nguyen thi thuy son member bom bought 66000 share,0.4000000000000001,2
decis board director chang locat uong bi branch,0.2,1
decis board director chang locat lam thao transact offic,0.4000000000000001,2
notic stock issuanc pay dividind,0.4000000000000001,2
grassrooot trade union reciv 10526 share,0.4000000000000001,2
mr nguyen thi thuy sister law member board director sold 98400 share,1.0,2
resolut board director approv insur product suppli contract mb mbal,-0.6000000000000001,0
cbtt decid personel mr ha,-0.6000000000000001,0
nguyen thi thuy son member bom regist buy 66000 share,-0.6000000000000001,0
ms nguyen thi thuy member execut board sold 62000 share,-0.6000000000000001,0
notic plan exercis right buy stock insreas mic charter capit 2024,0.4,2
7 bank reach top 25 lead list brand mb rank 2nd,0.4,2
notic secur trade chang list,0.4,2
board decis chang locat thai thuy transact offic,0.4,2
decis board director chang locat chay transact offic,0.4,2
ms nguyen thi thuy member execut boarder sell 62000 share,0.4,2
18122024 addit list 19240000 share,0.0,1
notic public bond offer phase 3,0.0,1
mr nguyen thi thuy sister law member board director regist sell 98400 share,-0.4,0
grassrooot trade union regist receiv transfer 10526 share,-0.2,1
resolut board director approv transact contract involv parti,-0.2,1
rule amend compani,-0.2,1
mr le xuan vu longer member bom 10122024,-0.2,1
cbtt transfer state capit z179 mechan one member compani limit,-0.6000000000000001,0
notic receiv offici letter,0.2,1
decis approv plan transfer share militari commerci joint stock bank t608 compani limit,-0.6000000000000001,0
decis board director chang locat nguyen tri phuong district 5 branch,1.0,2
decis offer bond public phase 3,-0.6000000000000001,0
cbtt decid deploy offer bond public phase 3,-0.6000000000000001,0
board director apprv contract transact implat nfc solut,-0.6000000000000001,0
grassrooot trade union receipt transfer 12569 share,-0.4,0
notic sbv decis amend content establish oper,0.0,1
mr nguyen thi thuy daughter member board director bought 50000 share,0.0,1
decis vietnam state bank addit content oper establish oper mb,-0.8,0
decis board director establish thanh oai transact offic,-0.6000000000000001,0
grassroot trade union regist receiv transfer 12569 share,-0.6000000000000001,0
notic capit safeti ratio june 30 2024,-0.4,0
grassroot trade union transfer 6329996 share,-0.4,0
report stock trade result intern peopl tran thi bao bao nguyen thi viet ha le xuan vu thi tuyet mai nguyen thi binh,-0.4,0
report stock trade result intern peopl nguyen minh chau vu thai huyen vu hong phu van tien le thi loi,-0.4,0
report result stock trade domest peopl ha tran minh dat nguyen thi thuy le quoc minh pham thi trung ha,-0.4,0
report stock trade result intern peopl vu thi hai phuong nguyen xuan hoc pham nhu anh nguyen thi ngoc luu trung thai,-0.4,0
report stock trade result intern peopl nguyen ngoc thanh nguyen thi thanh nga le viet hai vu thanh trung dang thuy dung,-0.4,0
mr nguyen thi thuy daughter member bom regist buy 50000 share,0.4,2
decis board director chang locat lach tray tray transact offic,0.4,2
decis board director estacg haggang branch,-0.4,0
ms nguyen thi thanh nga financi director regist receiv transfer 113900 share,-0.4,0
ms dang thuy dung chief account regist transfer 9000 share,-0.4,0
mr member board director receiv transfer 305600 share,-0.4,0
mr vu thanh trung vice chairman board director regist receiv 185100 share,-0.4,0
ms nguyen thi ngoc member execut board regist receiv transfer 305600 share,-0.4,0
mr member board director regist receiv transfer 113900 share,-0.4,0
ms tran thi bao que member board director regist receiv transfer 85400 share,-0.4,0
ms nguyen thi binh head supervisori board regist transfer 119600 share,-0.4,0
ms vice vice chairman board director regist receiv transfer 413800 share,-0.4,0
ms pham nhu anh member board director regist receiv transfer 261900 share,-0.4,0
mr luu trung thai board director regist receiv transfer 733400 share,-0.4,0
mr nguyen xuan hoc deputi gener director regist receiv transfer 185100 share,-0.4,0
mr ha deputi gener director regist receiv transfer 85400 share,-0.4,0
mr le quoc minh deputi gener director regist receiv transfer 113900 share,-0.4,0
ms pham thi trung ha deputi gener director regist receiv transfer 136700 share,-0.4,0
mr tran minh dat deputi gener director regist receiv transfer 222100 share,-0.4,0
ms nguyen thi thuy member execut board regist receiv transfer 305600 share,-0.4,0
ms nguyen minh chau deputi gener director regist receiv transfer 222100 share,-0.4,0
ms le thi loi head supervisori board regist transfer 229700 share,-0.4,0
ms member board director regist receiv transfer 171900 share,-0.4,0
mr van tien member supervisori board regist transfer 7650 share,-0.4,0
mr member board director regist receiv transfer 85400 share,-0.4,0
ms nguyen thi nguyet ha member supervisori board regist transfer 27202 share,-0.4,0
ms tuyet tuyet supervisori board regist transfer 62200 share,-0.4,0
mr nguyen ngoc thanh charg admiss regist transfer 3105 share,-0.4,0
grassrooot trade union regist transfer 6329996 share,-0.4,0
board director approv transact contract oceanbank,-0.4,0
board director approv oceanbank transfer,-0.4,0
board director approv transact contract mb viettel,-0.4,0
cbtt establish dak nong branch,-0.4,0
cbtt establish cao bang branch,-0.4,0
resolut board director issuanc addit bond sale 20242025,-0.6000000000000001,0
board decis chang locat pleiku transact offic offic,-0.6000000000000001,0
mb militari comprerci joint stock bank bought 1154471 share,-0.2,1
offici letter ssc report implement 2nd public bond offer,-0.2,1
decis board director establish kon tum branch,-0.2,1
decis board director establish hoai nhon transact offic offic,-0.2,1
mb militari comprerci joint stock bank regist buy 1154471 share,1.0,2
decis board director chang locat yen bai branch,0.6000000000000001,2
decis board director chang locat name pgd nam,0.6000000000000001,2
grassrooot trade union reciv 3237 share,0.6000000000000001,2
decis board director establish nam binh thuan transact offic,-0.4,0
decis board director establish sa dectrion offic,-0.4,0
decis board director estimat,-0.4,0
decis board director chang locat yen lac transact offic,-0.4,0
decis board director establish quoc oai transact offic,0.4,2
decis board director chang locat transact offic district 8,0.4,2
notic chang locat dong anh branch,0.4,2
cbtt chang locat dong saigon branch,0.4,2
cbtt plan exercis right buy share invreas charter capit 2024,0.0,1
decis board director chang locat luc nam transact offic,0.4,2
grassrooot trade union regist receiv transfer 3238 share,0.4,2
report stock trade result intern peopl relat peopl,0.6000000000000001,2
notic chang locat name branch manag branch,1.0,2
decis board director chang locat name transact offic son directli bac ninh branch,0.6000000000000001,2
mr member board director sold 456000 share,0.2,1
decis board director chang locat name nam ky ky khoi nghia transact offic underli vung tau branch,1.0,2
jpmorgan own 1 capit mb,-0.4,0
decis board director chang locat saigon branch,-0.4,0
decis board director chang locat chi linh transact offic,-0.4,0
decis board director establish branch son renam kinh bac branch,-0.4,0
mr member board director sell 456000 share,-0.6000000000000001,0
notic stock transact intern peopl relat peopl,-0.6000000000000001,0
report compani manag situat first 6 month 2024,0.2,1
grassrooot trade union yet yet receipt cp transfer,0.4000000000000001,2
appoint mr nguyen ngoc thanh charg manag compani secretari 2572024,0.0,1
grassrooot trade union regist receiv transfer 3237 share,0.8,2
cbtt capit repres vietnam helicopt corpor,-1.0,0
decis board director establish gioc gioc pgd long branch,0.0,1
decis board director establish song cau transact offic phu yen branch,0.0,1
mr nguyen thi nguyet sister member supervisori board sold 200000 share,1.0,2
notic chang viettel capit repres,0.0,1
mr nguyen thi nguyet ha member supervisori board regist sale 200000 share,0.4,2
addit notic intern peopl,0.4,2
appoint mr nguyen xuan hoc deputi gener director 272024,0.4,2
resolut board director promulg regul organ oper supervisori board,-0.8,0
organ oper regult bk,-0.8,0
decis board director chang locat name tho transact offic,-0.8,0
offici letter cbtt promulg charter regul state administr regul organ oper board director,-0.8,0
compani charter 2024,-0.8,0
organ oper regul board director,-0.8,0
resolut board director promulg charter regul state administr regul organ oper board director,-0.8,0
compani intern administr regul,-0.8,0
notic capit represent tan cang,0.0,1
cbtt scic capit repres,-0.4,0
resolut extraorrdinari gener meet sharehold 2024,-0.4,0
meet minut resolut extraorrdinari gener meet sharehold 2024,-0.4,0
notic chang personnel term 2024 2029,-0.4,0
resolut board director electman vice chairman board director,-0.4,0
resolut supervisori board elect supervisori board deputi head supervisori board,-0.4,0
minut extraorrdinari gener meet sharehold 2024,-0.4,0
number vote share circul 5306324052 share,0.4000000000000001,2
publish 19240000 share esop,0.4000000000000001,2
resolut board director approv contract viettel,0.4000000000000001,2
notic tax test result,0.0,1
mr le quoc minh deputi gener director bought 24000 share,0.0,1
mr tuyet mai member supervisori board bought 65000 share,0.0,1
mr ha deputi gener director bought 21600 share,0.0,1
ms nguyen thi thanh nga financi director bought 286000 share,0.0,1
ms tuyet mai member supervisori board bought 64000 share,0.0,1
mr le quoc minh deputi gener director bought 238000 share,0.0,1
mr member supervisori board bought 64000 share,0.0,1
ms kim loan manag charg bought 172975 share,0.0,1
mr tran minh dat deputi gener director bought 343000 share,0.0,1
ms nguyen thi binh deputi head supervisori bought bought 122000 share,0.0,1
ms dang thuy dung chief account bought 75000 share,0.0,1
ms le thi loi head supervisori board bought 235000 share,0.0,1
ms pham thi trung ha deputi gener director bought 357000 share,0.0,1
mr ha deputi gener director bought 208000 share,0.0,1
ms nguyen minh chau deputi gener director bought 286000 share,0.0,1
mr pham nhu anh gener director bought 547000 share,0.0,1
grassrooot trade union reciv 12689 share,0.0,1
notic chang locat tan uyen transact offic uyen hung transact offic ben cat transact offic binh duong branch,-0.8,0
continu appoint mr ha deputi gener director director branch transact offic 2,-0.8,0
notic transfer capit contribut corpor compani 28,-0.8,0
resolut board director apprevov regular bond issuanc plan iss mb form separ offer,1.0,2
notic stock issuanc accord select program employe compani,-0.6000000000000001,0
notic trade right buy stock intern peopl le thi loi nguyen thi binh van hung thi tuyet mai,-0.6000000000000001,0
notic trade right buy stock intern peopl pham nhu anh tran minh dat pham thi trung ha nguyen minh chau,-0.6000000000000001,0
notic trade right buy stock hanoi peopl ha le quoc minh kim loan nguyen thi thanh nga,-0.6000000000000001,0
notic trade transact buy stock intern peopl dang thuy dung nguyen hai ha khoa le quoc dung,-0.6000000000000001,0
cbtt receiv letter ssc receiv issu dossier esop share,-0.6000000000000001,0
mb broke 6 member board director elect 7 peopl youngest person year 37 year old 37 year old,0.0,1
mb prepar meet gener meet sharehold term 2024 2029,0.0,1
notic invit 2024 annual gener meet sharehold path see document,0.0,1
notic dkc day pay dividi money,0.0,1
grassrooot trade union regist receiv transfer 12689 share,-0.2,1
grassrooot trade union reciv 28304 share transfer,-0.2,1
notic chang 54th certif,-0.6000000000000001,0
resolut board director approv telecommun servic contract dv,-0.6000000000000001,0
2352024 date educ train 2023 cash 500 vndshare,0.2,1
1432029 trade 73000000 addit list share,0.2,1
2352024 date educ educ attend extraordinari sharehold meet 2024,-0.4,0
1552024 post addit 73000000 share,-0.4,0
cbtt close list sharehold receiv cash dividididand,0.0,1
grassrooot trade union regist receiv transfer 28304 share,0.6000000000000001,2
grassrooot trade union receiv 9930 share,0.0,1
board director approv plan organ annual sharehold meet 2024,0.8,2
resolut board director approv contract implement chatbot solut mb viettel,0.8,2
cbtt modifi establish oper licens mb,0.8,2
notic chang name locat manag tan trieu trieu transact offic,-0.8,0
mb 1 20024 profit declin compar period,0.0,1
resolut gener meet sharehold amend support,0.0,1
minut annual gener meet sharehold 2024,0.0,1
resolut gener meet sharehold amend support,0.0,1
resolut gener meet sharehold vote issu 2024 annual gener meet sharehold,0.0,1
resolut gener meet sharehold approv use equiti 2024,0.0,1
resolut gener meet sharehold approv plan increas charter capit,0.0,1
resolut gener meet sharehold approv financi statement 2023 audit profit dident plan 2023,0.0,1
resolut board director esop distribut plan,0.0,1
mbh plan growth 2024 cautiou safe dividend rate 20 sharehold question seri hot issu,-0.2,1
mb mnt sharehold receiv 500000 vnd expect 1600 attende,-0.2,1
mb presid luu trung thai mb aim 30 million custom 2024,-1.0,0
grassrooot trade union regist receiv transfer 9930 share,-0.8,0
mb announc plan divid cash dividind expect becom next bank histori big4 group,-0.4,0
cbtt document document meet annual gener meet sharehold 2024,-0.4,0
notic sign audit contract 2024,0.8,2
pyn elit fund non ucit cdl bought 720000 share,0.6000000000000001,2
militari industri telecommun group bought 43000000 share,-0.4,0
corpor state capit invest busi scic bought 30000000 share,-0.4,0
number vote share circul 5287084052 share,-1.0,0
issud 73000000 indentu share,-1.0,0
scic subsidiari match share held,1.0,2
scic invest one member compani limit si sold 1350000 share,1.0,2
boss mb mb peopl said equal,-1.0,0
report capit safeti ratio decemb 312023,-1.0,0
militari industri telecommun group regist buy 43000000 share,0.2,1
scic cost 480 billion dong buy 30 million share mb,-0.6000000000000001,0
presid luu trung thai credit balanc novaland rank group 1 reveal credit relationship vinfast,-0.6000000000000001,0
state corpor invest busi scic regist buy 30000000 share,1.0,2
resolut board director approv plan repay capit collect public offer public 2024,0.6000000000000001,2
resolut board director approv registr dossier public bond 2024,0.6000000000000001,2
scic invest want capit mb,0.2,1
scic subsidiari want sell mb share hold,0.2,1
scic invest one member compani limit sic sold 1650000 share,0.2,1
scic invest one member compani limit si regist 1350000 share,0.2,1
report compani manag situion 2023,-1.0,0
ratio deposit 401 2023 mb maintain championship second consecut casa,0.0,1
mb prepar sharehold meet discuss plan profit darribut capit increas,0.0,1
mb offer 73 million share viettel scic,0.0,1
notic invit annual gener meet sharehold 2024,0.4,2
resolut board director issuanc individu share,0.4,2
notic bachelor scheme expect elect board director supervisori board term 20242029,0.8,2
grassrooot trade union receiv 28739 share,0.0,1
buy regist scic subsidiarri switch sell share,-0.4,0
notic chang locat ninh binh branch,-0.4,0
notic chang name locat,-0.4,0
1712024 date educ educ attend annual sharehold meet 2024 nomin join board director supervisori board term 20242029,0.2,1
scic invest one member limit compani,0.2,1
scic invest one member limit compani regist sale 3000000 share,0.2,1
dkkc exercis right attend annual gener meet sharehold 2024,0.6000000000000001,2
grassrooot trade union regist receiv transfer 28739 share,0.8,2
resolut board director approv plan organ annual sharehold meet 2024,-0.2,1
decis board director chang locat van lam transact offic,0.0,1
decis board director chang locat hung ha transact offic,0.0,1
mr nguyen thi thuy sister law member board director sold 98500 share,0.4,2
grassrooot trade union reciv 32963 share,0.4,2
scic invest one member compani limit si regist buy 1380000 share,0.4,2
mr nguyen thi thuy sister law member board director regist sell 98500 share,0.4,2
notic chang locat phu branch,0.4,2
bcp resolut board director approv loan mb south saigon,-0.4,0
notic chang locat cu chi branch,-0.6000000000000001,0
notic chang locat dinh tien hoang,-0.6000000000000001,0
grassrooot trade union receiv 31763 share,-0.4,0
cbtt acquisit bond date,0.8,2
decis chang name branch name transact offic,0.2,1
notic acquisit bond matau mbbl2128014,0.0,1
notic chang name cam ranh pgd branch affili,1.0,2
cbtt chang address chi linh transact offic hai duong branch,1.0,2
decis ceo amend term issu deposit certif,-1.0,0
notic acquisit tp deadlin tp code mbbl2128013,0.2,1
notic result acquisit bond term mbbl2128012,-0.4,0
cbtt result offer indovu bond mbbl2330005,1.0,2
militari bank mb increas slightli vnd 20000 billion first 9 month credit grew 137 4 million new custom,-0.4,0
grassrooot trade union receiv 24847 cp transfer,-1.0,0
notic establish tan quy transact offic,-1.0,0
scic invest compani limit bought 1620000 share,-0.4,0
board decis chang locat name phu xuan transact offic,-0.4,0
decis board director establish tan tuc transact offic,-0.4,0
decis board director chang locat nghi son transact offic,-0.4,0
decis board director chang name nha branch,-0.4,0
decis board director establish phu xuan branch,-0.4,0
decis board director establish vinh locch,-0.4,0
announc acquisit bond term mbbl212801010,-1.0,0
announc acquisit bond term mbbl2128012,-1.0,0
grassrooot trade union regist receiv transfer 24847 share,-0.4,0
cbtt pillar 3 basel ii june 30 2023,0.4,2
notic result indentu bond offer,0.4,2
result acquisit bond date,0.4,2
notic chang locat soc son transact offic,0.4,2
notic chang locat choos pg,0.4,2
notic chang locat bao locat,0.0,1
result individu bond offer,0.0,1
scic want buy addit 3 million share,0.8,2
cbtt decid board director establish ben luc transact offic,-0.4,0
cbtt decid board director establish ninh thuan branch,-0.4,0
cbtt decid board director establish dien bien branch,-0.4,0
scic regist buy 3000000 share,-0.4,0
establish bac lieu branch,-0.4,0
cbtt acquisit bond,0.4,2
chang name locat tran hung dao transact offic,0.8,2
grassrooot trade union regist receiv 44550 share,-0.2,1
amend charter 2023,0.6000000000000001,2
establish transact offic bar,1.0,2
mr nguyen thi thuy sister law member board director regist sale 35500 share,0.4,2
53rd busi registr certif,-0.4,0
chang address giang cn,0.4,2
opportun hunt phu quy gift mb,-0.8,0
chang name associ professor mo duc binh son far away,-0.8,0
mb power busi grow stabl safe credit,0.0,1
chairman board director mb digit platform account 50 revenu,-1.0,0
2982023 trade 680097919 addit list,-0.6000000000000001,0
chang content charter capit gpdkd,0.4,2
save channel longer suitabl curent invest trend,-0.6000000000000001,0
1482023 addit list 680097919 share,0.0,1
imprint build green bank mb pham like anh,-0.6000000000000001,0
militari commerci joint stock bank mb introduc appl pay custom,-1.0,0
green mark mb foundat sustain develop,-1.0,0
17th secur registr certif,-1.0,0
chang name locat pgd hoang van thu,-1.0,0
report compani manag situat first 06 month 2023,0.2,1
casa militari bank recov second quarter 37 maintain championship,0.2,1
decis board director,0.6000000000000001,2
decis board director regard chang venu duc transact offic,0.6000000000000001,2
number share vote right 5214084052 share,-0.6000000000000001,0
issu 680097919 share pay dividididid,-0.6000000000000001,0
gener director mb propos seri diffilt solut real estat credit,0.2,1
grassrooot trade union reciv 635383 share,0.2,1
1472023 date educ educ exercis right pay dividididi 2022 100 15 ratio,0.0,1
ticket see expens blackpink concert ticket dinh spent 400 new hpg share sit vip chair lot nvl cheapest posit,1.0,2
chang name locat pgd le duan,0.8,2
add larg bank pay dividididi juli rate 15,-0.6000000000000001,0
cbtt issu share pay dividididi,-0.6000000000000001,0
dkc daic pay dividend stock,-0.4,0
trade union militari commerci joint stock bank regist transfer 635383 share,-0.4,0
chang locat hung vuong transact offic,-0.8,0
appoint ms pham thuy dung hold posit chief account deputi director block tc kt block 206,0.4,2
mr nguyen thi thuy sister law tvhđqt sold 206000 share,-0.6000000000000001,0
appoint ms pham thi trung ha deputi gener director june 15,-0.4,0
decis board director,0.4,2
decis board director regard chang locat transact offic,0.4,2
appoint ms kim loan charg compani administr 862023,0.6000000000000001,2
sign audit contract 2023 financi statement,0.6000000000000001,2
ocb mb leader want sell stock,0.6000000000000001,2
1462023 date educ dividididi 2022 500 vndshare,0.6000000000000001,2
mr nguyen thi thuy sister law tvhđqt regist sell 206000 share,-0.6000000000000001,0
mb sharehold share vnd 2200 billion cash dividend,-0.6000000000000001,0
decis board director cash dividend payment,-0.6000000000000001,0
ms vu thi hai phuong author publish inform 3152023,1.0,2
experi parallel valu save mb peac mind live healthi,0.6000000000000001,2
ceo mb focu exploit data person product improv experi custom,0.0,1
appoint mr pham nhu anh gener director 1852023,-0.6000000000000001,0
resolut board director vv approv contract mb mbcambodia,-0.6000000000000001,0
mb appooint new gener manag,0.6000000000000001,2
mr mr le thi loi head supervisori board bought 8000 share,1.0,2
get big gift 50 million save mb,1.0,2
mb group complet strateg partner select mbcambodia,-0.4,0
averag mb bank employe bring 580 million vnd first quarter earn 402 million vndmonth,-0.3,0
mb continu enrol sao khue 2023 award,-0.3,0
mb continu reduc deposit rate april 28 close big4 group,0.0,1
chang locat thao dien transact offic,0.0,1
notic chang locat dien chau transact offic,0.0,1
mr le huu duc resign posit tvhđqt term 2019 2024,0.4,2
resolut minut annual gener meet sharehold 2023,0.4,2
chang name locat,0.4,2
chang manag branch name locat,0.4,2
sharehold drunk mb love novaland lend 9400 billion dong bank leader say,0.4,2
kind gratitud winter sharehold annual congress transfer envelop voucher pour gasolin cook oil fish sauc rice freeship home,0.4,2
last year bank donat cash gold sharehold year offer,-0.4,0
mb gener meet sharehold cash dividididan rate 5 bad debt pressur novaland,-0.4,0
launch app mb mb lao bank,-0.4,0
introduc sampl signatur readman board director deputi charg,-0.4,0
52nd busi registr certif,0.4,2
appoint mr luu trung thai bottl board director 1242023,-1.0,0
resolut board director high level personel mb,-1.0,0
mb chang chairman board director gener director,-0.6000000000000001,0
path document meet annual sharehold meet 2023,0.6000000000000001,2
mb set profit plan 26000 billion year prepar mandatori transfer bank,0.6000000000000001,2
mb plan profit 26000 billion year prepar compulsori transfer bank,0.6000000000000001,2
mb privat privileg custom larg asset,0.6000000000000001,2
invit annual gener meet sharehold 2023,-0.6000000000000001,0
chang name mb giang vo mb hoa khanh pgd,0.2,1
mb pioneer accompani busi chang number,0.4,2
2232023 date educ train attend annual gener meet sharehold 2023,-1.0,0
chang kim lien transact offic,-0.8,0
chang name locat bac truong tien,-0.8,0
organ annual sharehold meet 2023,-0.6000000000000001,0
break busi super preferenti loan interest rate mb,0.0,1
report inform public pillar 3 basel ii decemb 31 2022,0.0,1
mb pioneer reduc loan interest rate 1year support corpor custom,-0.6000000000000001,0
ceo mb luu trung thai 2023 varicult year biggest desir stabl growth economi,-1.0,0
decis board director regard chang son tay branch address,0.4,2
averag incom mb bank staff doubl 10 year,0.4,2
mb usurp king casa techcombank,1.0,2
report compani manag 2022,0.6000000000000001,2
decis board director regard chang locat name new street transact offic underli,-0.6000000000000001,0
decis board director regard chang locat buon ho transact offic dak lak branch,-0.6000000000000001,0
cbtt chang locat chau phu transact offic,-0.6000000000000001,0
deploy 100 bank activ cambodia,-0.4,0
report inform dislosur pillar 3 basel ii june 30 2022,0.4,2
notic chang 51st enterpris registr certif,-1.0,0
chang locat tu liem pgd,0.6000000000000001,2
decis board director regard chang dong transact offic,-0.4,0
amend bank charter mb 08112022,-0.4000000000000001,0
grassrooot trade union receiv 10431 share,-1.0,0
decis board director regard locat chang renam manag branch market transact offic offic,0.2,1
grassrooot trade union regist receiv transfer 10431 share,-0.6000000000000001,0
busi registr certif chang 50 time,-1.0,0
plan increas charter capit privat offer,-1.0,0
mb report result buy share issuanc militari commerci joint stock bank,-0.4,0
chang manag branch name locat truc bach educ depart,-0.4,0
chang locat tam diep transact offic,1.0,2
decis amend content charter capit,1.0,2
decis board director regard locat name quy nhon transact offic,0.4,2
militari bank profit 14500 billion dong first 8 month year almost half period,-1.0,0
mb report result trade stock militari commerci joint stock bank,-0.8,0
6102022 transact 755664356 addit list,-0.4,0
busi registr certif chang 15 time,-0.4,0
2392022 addit list 755664356 share,0.8,2
mb notic trade right buy addit stock exist sharehold militari commerci joint stock bank,-0.4,0
mbbank pour addit 472 billion dong mb secur,0.0,1
resolut board director regard implement right buy share increas vessel 2022,-1.0,0
mr nguyen thi thuy sister law member board director sold 265000 share,1.0,2
offici letter lao state bank approv,1.0,2
decis board director,1.0,2
decis board director regard chang hai hau transact offic,-0.4,0
trade union militari comprerci joint stock bank bought 52167 share,-0.4,0
mr nguyen thi thuy sister law member board director regist sell 265000 share,0.4,2
decis board director regard chang august revolut transact offic,0.4,2
decis board director regard oper dien chau transact offic,0.4,2
decis board director regard chang name transact offic 10,0.4,2
grassroot trade union regist receiv transfer 52167 share,1.0,2
decis board director regard chang locat long khanh branch,1.0,2
decis board director regard chang long branch locat,0.8,2
2282022 date educ divididid stock ratio 100 20,0.0,1
dkkc pay divididi stock,-1.0,0
mb close right issu 755 million share pay divididididid 20,-0.6000000000000001,0
close list sharehold receiv dividididi stock,0.6000000000000001,2
chang locat nam binh duong branch,0.6000000000000001,2
chang address phu transact offic ba ria branch,0.6000000000000001,2
decis reloc,0.6000000000000001,2
cambodian bank approv mb cambodia,0.2,1
offici letter ssc receiv complet issuanc dossier pay mb dividodsi,0.2,1
trade union militari comprerci joint stock bank receiv 52979 share transfer,0.6000000000000001,2
cbtt transfer state capit chemic mechan compani limit 14,-0.6000000000000001,0
report compani manag first 6 month 2022,-0.6000000000000001,0
grassrooot trade union regist receiv transfer 52979 share,-0.4,0
