time,symbol,title
2023-07-12,VCB,VCB: The Board of Directors approved the transaction between VCB and VCBS
2023-07-07,VCB,Vietcombank closed the list of shareholders with 18.1% dividends
2023-07-07,VCB,VCB: CBTT Resolution of the Board of Directors approves the stock issuance plan to pay dividends
2023-07-07,VCB,VCB: CBTT V/V issued shares to pay dividends
2023-07-04,VCB,"A big man who prepared to pay dividends, the rate of 18.1%"
2023-07-04,VCB,VCB: Official Letter of the SSC has received a document reporting the results of stock issuance to pay dividends
2023-06-15,VCB,VCB: Transaction with relevant people
2023-06-06,VCB,"Becoming a parent bank of construction bank, what is Vietcombank?"
2023-06-05,VCB,"Vietcombank shares surpassed the peak, capitalization of approximately US $ 20 billion"
2023-05-31,VCB,"The SBV allows Vietcombank to increase capital to more than 55,800 billion dong"
2023-05-31,VCB,VCB: Official Letter of the State Bank of Vietnam approved for VCB to increase charter capital
2023-05-23,VCB,"Many ""giants"" banks sell capital to foreign countries"
2023-05-15,VCB,Shareholders of many banks receive good news
2023-05-08,VCB,"Vietcombank is preparing to pay more than 18%, increasing capital to over VND 55,000 billion"
2023-05-04,VCB,"Receiving weak bank transfer: MB, Vietcombank, HDBank and VPBank have implemented?"
2023-05-04,VCB,VCB: Link announcing the financial statements for quarter 1/2023 and explanation
2023-05-04,VCB,VCB: Link announcing the financial statements for quarter 1/2023 and explanation
2023-05-03,VCB,"Vietcombank: profit increased by 13% in the first quarter, provision for bad debt continued to continue the system"
2023-04-28,VCB,VCB: Correct the independent BCKT of the separate and consolidated financial statements 2022
2023-04-28,VCB,VCB: correcting HN and 2022
2023-04-27,VCB,VCB: Resolution of the Board of Directors for approval of increasing charter capital through stock issuance to pay dividends
2023-04-26,VCB,VCB: Regulations on organizational and operation of the Board of Directors amended in 2023
2023-04-26,VCB,VCB: Internal management regulations of VCB
2023-04-26,VCB,VCB: Internal management regulations of VCB
2023-04-26,VCB,VCB: Rules amended in 2023
2023-04-24,VCB,VCB: Change the personnel of the Board of Directors and the Supervisory Board for the term 2023-2028
2023-04-21,VCB,VCB: Minutes of meetings and resolutions of the Annual General Meeting of Shareholders in 2023
2023-04-21,VCB,"Vietcombank profit 11.200 billion in the first quarter, expected to pay dividends 18.1% in May"
2023-04-21,VCB,"Vietcombank General Meeting of Shareholders: Expected deduction of 21,680 billion dong dividends in 2022, submitted to the Government advocated to receive compulsory transfer 1 CI."
2023-04-21,VCB,VCB: Update and supplement documents of the annual General Meeting of Shareholders in 2023
2023-04-21,VCB,VCB: Update and supplement documents of the annual General Meeting of Shareholders in 2023
2023-04-20,VCB,VCB: Resolution of the Board of Directors approving transactions with NCLQ
2023-04-07,VCB,VCB: Resolution of the Board of Directors approving transactions between VCB and NCLQ
2023-04-06,VCB,VCB: Resolution of the Board of Directors approving the policy of changing the venue of VCB Dong Hanoi
2023-04-03,VCB,VCB: Explanation of profit fluctuations in 2022 compared to the same period last year
2023-04-03,VCB,VCB: Resolution of the Board of Directors approved the draft document meeting in the annual shareholder meeting in 2023
2023-03-31,VCB,Vietcombank is welcomed the title of Labor Hero
2023-03-29,VCB,VCB: The Board of Directors approves a loan transaction with the Japanese international cooperation bank and other loans
2023-03-29,VCB,Annual shareholder meeting of banks in 2023
2023-03-24,VCB,VCB: Official Letter of the State Bank on approving the network development plan in 2022
2023-03-24,VCB,VCB: The Resolution of the Board of Directors approves the deposit of the subsidiary's term
2023-03-13,VCB,"Vietcombank and BIDV have an additional USD 10 billion in capitalization after 5 months, 4 times more than Novaland, Kinh Bac, Phat Dat, Dic Corp, Dat Xanh combined"
2023-03-09,VCB,"Banking stocks, securities in the waves, a ""knot"" still waiting to be removed"
2023-03-02,VCB,"VCB: 20.3.2023, Date of Education and Training organized the annual General Meeting of Shareholders in 2023"
2023-02-27,VCB,VCB: Resolution of the Board of Directors approving the policy of changing the location of VCB headquarters of Bac Thanh Hoa Branch
2023-02-22,VCB,VCB: Resolution of the Board of Directors Regarding the annual shareholder meeting in 2023
2023-02-22,VCB,VCB: The Board of Directors approves the policy of changing the name and location of some branch headquarters
2023-02-22,VCB,"The collateral at Vietcombank exceeded 2 million billion dong, real estate accounted for nearly 74%"
2023-02-20,VCB,VCB: Resolution of the Board of Directors for approval of deposit limits for VFC
2023-02-17,VCB,VCB: Mr. Pham Manh Thang - Deputy General Director of retirement to enjoy social insurance from 1.5.2023
2023-02-09,VCB,"ETF Fund specializes in investment in emerging and near -boundary areas disbursing trillion to Vietnam since the beginning of the year, which stock has been strongly gathered?"
2023-02-07,VCB,"SGI Capital's investment fund closed VCB, increasing the proportion of MWG in the first month of 2023"
2023-02-06,VCB,"Vietcombank (VCB) summarized all time, capitalization exceeded BIDV and Vietinbank combined"
2023-02-01,VCB,"Just going to Tet, many banks change senior personnel"
2023-01-31,VCB,VCB: Explanation of profit fluctuations in HN and 4/2022 compared to the same period last year
2023-01-31,VCB,VCB: Explanation of profit fluctuations in HN and 4/2022 compared to the same period last year
2023-01-31,VCB,A business quarter of Vietcombank is much more effective than the annual profit of other big banks
2023-01-30,VCB,"Panoramic scene of Banking Bank 2022: Update MB, SHB, VPBank, ACB, HDBank, Techcombank, Sacombank, ..."
2023-01-30,VCB,"VCB: Appointing Mr. Nguyen Thanh Tung as a member of the Board of Directors and CEO from January 30, 2023"
2023-01-30,VCB,"VCB: Resolution, meeting minutes and documents of the Extraordinary General Meeting of Shareholders in 2022"
2023-01-30,VCB,VCB: Correctly corrected the unusual General Meeting of Shareholders in 2023
2023-01-30,VCB,VCB: Update and supplement the extraordinary shareholder document 2023
2023-01-19,VCB,VCB: Report on company management in 2022
2023-01-16,VCB,Vietcombank aims to grow at least 12% in 2023
2023-01-13,VCB,VCB: Resolution of the Board of Directors approving the policy of changing the location of Dong Nai branch headquarters
2023-01-11,VCB,VCB: Resolution of the Board of Directors approving transactions between VCB and NCLQ on white card purchase
2023-01-09,VCB,Vietcombank receives compulsory transfer of a weak credit institution
2023-01-09,VCB,VCB: CBTT Extraordinary General Meeting of Shareholders 2023
2023-01-09,VCB,"2022: Vietcombank achieved and surpassed all business targets, the proportion of provisions of bad debts is 465% high"
2023-01-06,VCB,"Vietcombank, Vietinbank, BIDV, Techcombank, MB, VPBank, ACB and HDBank will have advantages and difficulties in 2023?"
2022-12-30,VCB,VCB: Supplementing and clarifying information on the 2021 financial statements
2022-12-30,VCB,VCB: Resolution of the Board of Directors for approval of the profit distribution plan 2021
2022-12-27,VCB,"Vietcombank: Still ""lonely star"" on all ""fronts"""
2022-12-26,VCB,VCB: Resolution of the Board of Directors approving the policy of changing the location of Thanh Xuan branch headquarters
2022-12-20,VCB,"VCB: December 29.2022, Date of Education and Training organized extraordinary shareholders in 2023"
2022-12-16,VCB,VCB: Signing the audit contract in 2023
2022-12-14,VCB,VCB: Notice of re -appointment of personnel - Deputy General Director and Chief Accountant
2022-12-08,VCB,VCB: Resolution of the Board of Directors approving the public bond issuance report
2022-12-08,VCB,VCB: CBTT V/V Organization of the Extraordinary General Meeting of Shareholders in 2023
2022-12-06,VCB,"Vietcombank, PV GAS, BIDV, Becamex IDC and EVN GENCO2 - The group with state shares became a ""hard"" pedestal when the stock market plunged in 2022"
2022-12-05,VCB,"Vietcombank, BIDV, Vincom Retail, PNJ ... and a series of enterprises overtaking storms 2022: Marketing increased tens of thousands of billion dong from the beginning of the year despite the 7 -month long decline"
2022-12-01,VCB,VCB: Through VCB and LQ people on the CRBANKING CR System Application Package
2022-12-01,VCB,VCB: Exemption from Mr. Pham Anh Tuan - Member of the Board of Directors from 1.12.2022
2022-12-01,VCB,"Agribank, Vietinbank, Vietcombank and BIDV will equitize and divest in the period 2022-2025?"
2022-11-25,VCB,VCB: Resolution of the Board of Directors v/V through transactions between VCB and VCBM
2022-11-14,VCB,VCB: Resolution of the Board of Directors approving the policy of changing the name and location of VCB Binh Tay headquarters
2022-11-02,VCB,VCB: The Board of Directors approves credit transactions with relevant people
2022-10-28,VCB,"Vietcombank announced that the tax profit was nearly 25 trillion dong in advance, the deposit of the State Treasury increased sharply"
2022-10-28,VCB,VCB: Explain the volatility of the business results in the third quarter of 2022 compared to the 3rd quarter of 2021 and adjustment in 2021
2022-10-17,VCB,VCB: The Board of Directors approved the transaction between VCB and the relevant person about the white card shopping
2022-10-05,VCB,VCB: The Board of Directors approved the transaction between VCB and the relevant person
2022-09-30,VCB,Reporter Trans Pacific wants to list more than 94 million shares on HOSE
2022-09-26,VCB,"Mad capitalization ""evaporated"" nearly 16 billion USD from the beginning of the year, many difficulties still surrounded bank shares"
2022-09-22,VCB,VCB: The Board of Directors approves the transaction between VCB and the relevant person on the solution
2022-09-22,VCB,VCB: The Board of Directors approves the transaction between VCB and people involved in infrastructure maintenance services
2022-09-20,VCB,VCB: Resolution of the Board of Directors approving credit transactions between VCB and related people
2022-09-15,VCB,VCB: Resolution of the Board of Directors approving transactions with people involved in card issuance system
2022-09-15,VCB,VCB: Resolution of the Board of Directors approving transactions with people involved in the endpoint security system
2022-09-12,VCB,VCB: Adjustment of the Appendix Reporting the situation of the Company's management in 2021 and the first 6 months of 2022
2022-09-09,VCB,Vietcombank has a credit growth by 17.7% this year
2022-09-07,VCB,VCB: Correcting the individual financial statements for the first 6 months of 2022 reviewed
2022-08-31,VCB,VCB: Results of individual bonds for sale VCBH2232007
2022-08-30,VCB,VCB: Explanation of profit after tax difference in the first 6 months of 2022 compared to the first 6 months of 2021
2022-08-29,VCB,"VCB: The Board of Directors approves the credit limit for FPT Quy Nhon FPT Software Co., Ltd."
2022-08-23,VCB,VCB: Results of issuing individual bonds in the 6th phase of 2022
2022-08-19,VCB,Marketing of bank stocks increased by nearly 6 billion USD after more than 2 months
2022-08-12,VCB,"VCB: BOD approves the content of transaction between VCB and FPT HCM Software Co., Ltd"
2022-08-12,VCB,VCB: Results of individual bonds for the 5th period of 2022
2022-08-12,VCB,VCB: BOD approves the content of transaction between VCB and FPT Information System Company Limited
2022-08-11,VCB,VCB: The Board of Directors approved transactions between VCB and VCB Lao
2022-08-11,VCB,VCB: The Board of Directors approved the transaction between VCB and VCBL
2022-08-10,VCB,VCB: BOD approves the content of transaction between VCB and FPT Information System Company Limited
2022-08-04,VCB,VCB: The Board of Directors approved transactions with the relevant party
2022-07-28,VCB,VCB: Results of individual bonds separately from 2022
2022-07-26,VCB,VCB: Report on the company management situation in the first 6 months of 2022
2022-07-26,VCB,VCB: Path and explanation of profit fluctuations in the second quarter of 2022 compared to the same period last year
2022-07-21,VCB,VCB: Results of individual bonds offering of code vcbh2237002
2022-07-13,VCB,"VCB: The Board of Directors approves the credit limit for Ho Chi Minh FPT Software Co., Ltd."
2022-07-13,VCB,"VCB: The Board of Directors approves the credit limit for Ho Chi Minh FPT Software Co., Ltd."
2022-07-13,VCB,VCB: Results of the first bonds for the first phase of 2022
2022-07-13,VCB,VCB: Results of the first bonds for the first phase of 2022
2022-06-30,VCB,VCB: Resolution of the Board of Directors approving the plan to issue individual bonds in 2022
2022-06-27,VCB,VCB: The Board of Directors approved the transaction between VCB and Mizuho
2022-06-22,VCB,VCB: The Board of Directors approved the transaction between VCB and VCBS
2022-06-20,VCB,VCB: The Board of Directors approves the credit limit for Mizuho Bank Ltd
2022-06-17,VCB,VCB: Resolution of the Board of Directors approving transactions between VCB and VCB Lao
2022-06-15,VCB,VCB: Resolution of the Board of Directors approving transactions between VCB and VCBF
2022-06-03,VCB,VCB: The Board of Directors approved the transaction between VCB and the relevant person
2022-05-26,VCB,VCB: Official Letter of the State Bank of Vietnam approving the Network Development Plan 2021 of VCB
2022-05-18,VCB,VCB: The decision of the Board of Directors on promulgating the Regulation on information disclosure
2022-05-16,VCB,VCB: Resolution of the Board of Directors approving transactions between VCB and related people
2022-05-05,VCB,Because of where Vietcombank lost the throne of profit to VPBank?
2022-05-04,VCB,VCB: Explanation of profit fluctuations in the first quarter of 2022 compared to the same period last year
2022-05-04,VCB,VCB: Appointing Ms. Tran My Hanh as TV.BKS from 29.4.2022
2022-05-04,VCB,VCB: Resolution and minutes of annual shareholder meeting in 2022
2022-05-04,VCB,What do banks calculate when pouring trillions into the stock segment?
2022-04-29,VCB,"Foreign investors have just handed over 2,000 billion dong of VCB shares"
2022-04-29,VCB,"Vietcombank has a profit of nearly 10,000 billion in the first quarter, recovered 3,000 billion bad debts in CBBank"
2022-04-29,VCB,VCB: Update and supplement documents of the annual General Meeting of Shareholders in 2022
2022-04-29,VCB,[Live] Vietcombank AGM 2022: Revealing about the bank received compulsory transfer
2022-04-29,VCB,"Vietcombank will receive compulsory transfer of a weak bank, expected to receive a series of priority policies"
2022-04-28,VCB,VCB: The Board of Directors approved the content of the transaction between VCB and the relevant person
2022-04-27,VCB,Vietcombank appointed two senior leaders at the same time
2022-04-27,VCB,VCB: The Board of Directors approved the policy of changing the location of the headquarters of VCB Bac Lieu
2022-04-27,VCB,VCB: The Board of Directors approves the increase of charter capital for VCBS
2022-04-26,VCB,"VCB: Appointing Mr. Nguyen Viet Cuong as Deputy General Director from April 26, 2022"
2022-04-22,VCB,Vietcombank holds many corporate bonds?
2022-04-21,VCB,VCB: Adjusting the establishment license and operation of VCB
2022-04-15,VCB,VCB: The 15th business registration certificate
2022-04-15,VCB,"ACBS: Vietcombank's profit this year will exceed 36.7 trillion dong, the highest growth in the last 3 years"
2022-04-15,VCB,"Many bank stocks are highly targeted by analysts, upside upside increased by tens of %"
2022-04-12,VCB,VCB: The Board of Directors approved the transaction between VCB and FIS
2022-04-12,VCB,"Vietcombank wants to dividend in 18.1% this year, aiming to list shares in foreign markets by 2025."
2022-04-08,VCB,VCB: Resolution of the Board of Directors approving the policy of changing the location of the headquarters of VCB Ba Dinh
2022-04-08,VCB,VCB: Materials of the annual shareholder meeting in 2022
2022-04-01,VCB,VCB: Resolution of the Board of Directors approving the transfer of retail stocks VNA to VCBS
2022-04-01,VCB,VCB: Resolution of the Board of Directors approving a number of articles in the Charter
2022-02-07,VCB,VCB: Report on the company management situation in 2021
2022-01-31,VCB,"Vietcombank ""big"" reported profit before tax reached more than 27,300 billion dong, still the ""champion"" of the unified profit in the whole industry"
2022-01-28,VCB,VCB: Periodically report the situation of principal and interest in corporate bonds
2022-01-28,VCB,"VCB: 14.2.2022, trading 1,023,639,123 additional listing"
2022-01-26,VCB,VCB: Resolution of the Board of Directors approving the policy of changing the location of Dong Thap branch headquarters
2022-01-25,VCB,"VCB: 26.1.2022, additional listing 1,023,639.123 CP"
2022-01-25,VCB,"Difficult to join the billion -dollar profit club in Vietnam: The whole country is less than 10 businesses, two new names to join Covid"
2022-01-24,VCB,"1 week left is Tet, risk assets are sold off, cash flow comes to gold"
2022-01-24,VCB,"""Big"" VCB returned to the track, established a new peak in the middle of the market"
2022-01-19,VCB,VCB: Official letter of the SSC on the report on the results of the stock issuance to pay the dividend of VCB
2022-01-12,VCB,"Predicting profit in Q4: MB, Techcombank and BIDV increased sharply, ACB, Vietcombank and VietinBank decreased"
2022-01-10,VCB,"Soi bad debts of 3 ""big"" Vietcombank, Vietinbank, BIDV"
2022-01-06,VCB,"VCB: The number of voting shares is circulating is 4,732,516,571 shares"
2022-01-06,VCB,"VCB: issued 1,023,639,123 shares to pay dividends"
2022-01-05,VCB,VCB: The decision of the Board of Directors regulates and appoints the person in charge of bank management
2022-01-05,VCB,VCB: Appointing Mr. Nguyen Trung Nam as the person in charge of banking management from 4.1.2022
2022-01-04,VCB,VCB: Return to the Deputy General Director of retirement
2021-12-31,VCB,VCB: Signing contracts to provide auditing services in 2022
2021-12-31,VCB,"VCB: Mr. Dao Minh Tuan is no longer Deputy General Director from December 1, 2021"
2021-12-30,VCB,"VCB: Results of individual bonds offering of VCBH2131008 bonds, phase 8 in 2021"
2021-12-20,VCB,"Attendance of businesses that close the right to receive dividends in cash, shares and bonus stocks from December 20 to December 24, 2021"
2021-12-17,VCB,Calendar of the right to receive cash dividends of 7 enterprises
2021-12-16,VCB,"VCB: 22.12.2021, Date of Education and Dividends in 2020 (1,200 VND/CP), dividend payment in 2019 (1,000: 2,000: 276)"
2021-12-09,VCB,"Vietcombank shareholders are preparing to receive cash dividends 12%, stock dividends in the rate of 27.6%"
2021-12-09,VCB,VCB: Resolution of the Board of Directors for approval of dividend payment plans in 2020 in cash and 2019 by shares
2021-12-09,VCB,VCB: Resolution of the Board of Directors approving the profit distribution plan in 2020
2021-12-09,VCB,VCB: Issuing shares to pay dividends
2021-12-09,VCB,VCB: Official Letter of the SSC approving the issuance of shares to pay dividends of VCB
2021-12-09,VCB,VCB: Official Letter of the SSC on the dossier of notification of the maximum ratio of VCB
2021-12-09,VCB,VCB: Results of individual issuance of VCB bonds for the 6th period of 2021
2021-12-09,VCB,VCB: Results of individual issuance of VCB bonds for the 7th period of 2021
2021-12-08,VCB,VCB: Decision of the Board of Directors Regarding the establishment of Son La Branch
2021-12-03,VCB,VCB: The Board of Directors approves the policy of changing the location of the headquarters of VCB Son La
2021-12-02,VCB,VCB: Results of individual bonds in 2021
2021-12-02,VCB,VCB: Results of individual bonds in 2021
2021-12-01,VCB,"Foreign investors net sold trillion VPB and HDB in November, strongly collecting shares CTG, VCB and BID"
2021-12-01,VCB,VCB: Decision of the Board of Directors Regarding the change of location of the headquarters of VCB Binh Duong
2021-11-24,VCB,VCB: Results of individual issuance of bond 2 & phase 3 in 2021
2021-11-18,VCB,VCB: Results of individual bonds in 2021
2021-11-12,VCB,"SSI Research: Vietcombank's restructuring debt can be up to 12,000 billion"
2021-11-09,VCB,"Both promoting new issuance, just actively acquiring bonds: What are the banks?"
2021-11-08,VCB,"State -owned group: Vietcombank is gaping profits, Vietinbank, BIDV actively prevent"
2021-11-05,VCB,"Vietcombank wants to borrow VND 4,000 billion via bond channel"
2021-11-05,VCB,"There have been more than 50 businesses on the stock market, reporting interest in exceeding trillions after 3 quarters"
2021-11-04,VCB,VCB: Resolution of the Board of Directors approving the plan to issue individual bonds in 2021
2021-11-03,VCB,VCB: The Board of Directors approved the transaction between VCB and VCBS
2021-11-01,VCB,"""Soi"" bad debt more than VND 50,000 billion at 3 ""big"" Vietcombank, Vietinbank, BIDV"
2021-11-01,VCB,"Revealing the top 10 highest interest banks in the first 9 months of 2021: There are 6 banks reaching over 10,000 billion"
2021-10-29,VCB,"Vietcombank: profit before tax more than 19,300 billion in the first 9 months, firmly the champion of bank profits"
2021-10-28,VCB,VCB: The Board of Directors approved the transaction between VCB and the relevant person
2021-10-25,VCB,Vietcombank for the first time dividend with stocks after nearly 13 years
2021-10-25,VCB,Vietcombank is preparing to dividend to increase charter capital
2021-10-22,VCB,VCB: Resolution of the Board of Directors approved to increase charter capital through stock issuance to pay dividends in 2019
2021-10-22,VCB,VCB: Resolution of the Board of Directors approving transactions with related party
2021-10-21,VCB,VCB: The Board of Directors approved the transaction between VCB and the relevant person of the Independent Board of Directors
2021-10-19,VCB,VCB: The Board of Directors approved 2 transactions between VCB and the relevant person of the Independent Board of Directors
2021-10-11,VCB,Techcombank will profit more than Vietcombank in the third quarter?
2021-10-08,VCB,Predict profit in the third quarter of 8 banks
2021-09-30,VCB,"SHB shares recover strongly when the floor moves near, TPB anchor firmly in a record highland"
2021-09-29,VCB,VCB: Resolution of the Board of Directors approving transactions with the relevant party
2021-09-27,VCB,VCB: Continuing to authorize Ms. Phung Nguyen Hai Yen to be a CBTT
2021-09-24,VCB,VCB: Approving the implementation of external foreign currency trading between VCB and VCB Laos Company
2021-09-22,VCB,VCB: The SBV's decision on sending the representative of the state capital at VCB
2021-09-21,VCB,"HVN: VCB has implemented 14,803,693 buying rights"
2021-09-20,VCB,"Bank stocks floating waves, vibs increased the ceiling"
2021-09-20,VCB,"Paradvice Vietcombank: Best business system, bad stock development"
2021-09-16,VCB,"Vietcombank registered to buy more than 8 million shares of Vietnam Airlines (HVN) for 10,000 VND/share"
2021-09-16,VCB,"Trends of the ""king's stock"" group can soon reverse"
2021-09-15,VCB,"HVN: VCB Bank registered to implement 14,803,693 buying rights"
2021-09-15,VCB,VCB: Link announcing the Resolution of the Board of Directors approving the transaction approval between VCB and related people
2021-09-08,VCB,VCB: The 14th business registration certificate
2021-09-02,VCB,The two highest personnel of Vietcombank officially received the appointment decision
2021-09-01,VCB,Leading challenges and bad debt pressure for new President Vietcombank
2021-08-31,VCB,VCB: Reduce the operation of VCB Board of Directors for Mr. Do Viet Hung
2021-08-31,VCB,VCB: assigned to the Executive Board of VCB for Mr. Nguyen Thanh Tung
2021-08-31,VCB,VCB: Appointing Mr. Pham Quang Dung as Chairman of the Board of Directors for the term of 2018 - 2023
2021-08-30,VCB,Vietcombank has a new president
2021-08-25,VCB,SSI lowered Vietcombank's profits due to sharply reduced loan interest rates
2021-08-19,VCB,"Vietcombank reduced by 0.5 - 1%/year Lending interest rates for businesses and individuals, applied from August 18"
2021-08-16,VCB,SSI: Vietcombank's dividend plan has been submitted to the Government
2021-08-13,VCB,VCB: Explanation of profit and profit fluctuations in 2021 compared to the same period last year
2021-08-04,VCB,List of banks with a record high debt coverage
2021-08-04,VCB,Dozens of businesses reported trillions after the first half of 2021
2021-08-03,VCB,"Why disturbance profit growth in ""Big 3"" Vietnamese bank?"
2021-07-30,VCB,Vietcombank's 2nd quarter profit by 14% decreased by 14%
2021-07-30,VCB,VCB: Explanation of profit after tax difference in quarter 2/2021 compared to the second quarter of 2020
2021-07-28,VCB,VCB: Report on the company management situation in the first 6 months of 2021
2021-07-23,VCB,VCB: Official Letter of the State Bank for approval
2021-07-22,VCB,VCB: Receiving a letter from the State Bank for approval
2021-07-19,VCB,"Many banks recorded a record profit for 6 months, a bank has exceeded the annual plan"
2021-07-12,VCB,"Vietcombank credit growth 9.8% in the first 6 months of the year, capital mobilization only increased by 1.8%"
2021-07-09,VCB,"VNDIRECT: Techcombank, ACB, MB ... have the advantage of taking advantage of economic recovery"
2021-07-08,VCB,Bank's profit forecast
2021-07-06,VCB,VCB: Mr. Do Hung Viet - TV.H?QT is assigned to be in charge of the Board of Directors from 3.7.2021
2021-07-06,VCB,VCB: Mr. Nghiem Xuan Thanh stopped representing the state capital at VCB
2021-07-05,VCB,Mr. Do Viet Hung was assigned to be in charge of Vietcombank's Board of Directors
2021-07-05,VCB,Vietcombank's records under Mr. Nghiem Xuan Thanh as Chairman of the Board of Directors
2021-07-02,VCB,Chairman of Vietcombank's Board of Directors: I find my 'lucky' chosen in Vietcombank
2021-07-01,VCB,Vietcombank's credit growth in the first 6 months of the year reached nearly 9%
2021-06-28,VCB,VCB: The Board of Directors approves/approves the content of credit transactions between VCB and related parties
2021-06-25,VCB,"VCB: The Board of Directors approved the content of transactions between VCB and FPT Information System Co., Ltd"
2021-06-25,VCB,VCB: Information disclosure regulations
2021-06-21,VCB,VCB: The Board of Directors approves the policy of changing the location of the headquarters of VCB Quang Tri
2021-06-18,VCB,"On VN-Index, the peak of history and capitalization of Vietcombank surpassed Vingroup topped Vietnam's stock market"
2021-06-18,VCB,"Bank shares ""green"" back, VCB set a new peak in the weekend session"
2021-06-11,VCB,VCB: Change the address of VCB Nha Trang branch
2021-06-01,VCB,VCB: The Board of Directors issued a decision to change the location of Lao Cai branch VCB
2021-05-26,VCB,S&P raises Vietcombank's credit prospects from stability to positive
2021-05-21,VCB,VCB: Change the address of Lao Cai Branch
2021-05-13,VCB,VCB: Internal regulations on corporate governance
2021-05-13,VCB,VCB: Company Charter
2021-05-13,VCB,VCB: Regulations on organization and operation of the Board of Directors
2021-05-13,VCB,VCB: Regulations on organizational and operation of the Supervisory Board
2021-05-12,VCB,"The 1st quarterly interest club has called 22 enterprises, the championship has changed the owner"
2021-05-04,VCB,VCB: Explanation of profit after tax difference in quarter 1/2021 compared to the first quarter of 2020
2021-04-26,VCB,VCB: Appointing Mr. Shojiro Mizoguchi to be TV.H?QT cum Deputy General Director from April 23
2021-04-26,VCB,VCB: Minutes of meetings and resolutions of the annual shareholder meeting in 2021
2021-04-23,VCB,"Mr. Nghiem Xuan Thanh: Vietcombank's profit in the first quarter of more than 8,000 billion dong, up 70% over the same period"
2021-04-23,VCB,"Vietcombank's General Meeting of Shareholders: In 2021, pay 8%dividend, the charter capital increased to over VND 50 trillion"
2021-04-20,VCB,VCB: Annual report link in 2020
2021-04-07,VCB,"VCB: Through the content of transaction between VCB and FPT Information System Co., Ltd"
2021-04-05,VCB,VCB: Link the annual General Meeting of Shareholders in 2021
2021-04-05,VCB,"Vietcombank still has a lot of ""rice"", it will be difficult to escape ""loneliness on the peak of profits"" for a long time"
2021-04-01,VCB,VCB: Adjusting the data for 2019 according to the State Audit results
2021-03-01,VCB,"BSC is positive assessment of the banking industry, recommending buying VCB, CTG, VPB, TCB"
2021-02-24,VCB,"VCB: 18.3.2021, Date of Education and Training organized the annual shareholder meeting in 2021"
2021-02-22,VCB,"The ""expensive"" stocks on the Vietnamese stock market"
2021-02-16,VCB,"The 50 biggest profit enterprises brought more than VND 240,000 billion in profit in 2020"
2021-02-15,VCB,The trillion -dollar profit club in 2020 calls more than fifty businesses
2021-02-05,VCB,Vietcombank closed the list of shareholders on March 19 to organize the annual General Meeting of Shareholders
2021-02-04,VCB,VCB: Resolution of the Board of Directors approving the organization of the annual General Meeting of Shareholders 2021
2021-02-01,VCB,VCB: Report on the company management situation in 2020
2021-01-27,VCB,VCB: BOD approves the content of transaction between VCB and FPT Information System Company Limited
2021-01-25,VCB,"""Soi"" fluctuating the price of stocks with the most ""expensive"" market price"
2021-01-21,VCB,Interest from Vietcombank's service operations skyrocketed 247% in the fourth quarter of 2020
2021-01-18,VCB,"The stocks increased in shock - deeply decreased by 2020, leaving many emotions for investors"
2021-01-06,VCB,VCB: The SBV's decision approving the establishment of branches and transaction offices
2024-12-31,MBB,"MBB: 7.1.2025, the date of education for dividends in 2023 with stocks (ratio 100: 15)"
2024-12-31,MBB,"MBB: Nguyen Thi Thuy's son - a member of the BOM bought 66,000 shares"
2024-12-27,MBB,MBB: The decision of the Board of Directors on changing the location of Uong Bi branch
2024-12-26,MBB,MBB: The decision of the Board of Directors on changing the location of Lam Thao Transaction Office
2024-12-26,MBB,MBB: Notice of stock issuance to pay dividends
2024-12-26,MBB,"MBB: MBB grassroots trade union received 10,526 shares"
2024-12-25,MBB,"MBB: Mrs. Nguyen Thi Thuy's sister -in -law - Member of the Board of Directors sold 98,400 shares"
2024-12-24,MBB,MBB: Resolution of the Board of Directors approving the insurance product supply contract between MB & MBAL
2024-12-24,MBB,MBB: CBTT decided personnel for Mr. Ha Trong Khiem
2024-12-24,MBB,"MBB: Nguyen Thi Thuy's son - member of the BOM registered to buy 66,000 shares"
2024-12-24,MBB,"MBB: Ms. Nguyen Thi Thuy - Member of the Executive Board sold 62,000 shares"
2024-12-23,MBB,MBB: Notice of the plan to exercise the right to buy stocks to increase the mic charter capital in 2024
2024-12-23,MBB,"7 banks reached the top 25 leading listed brands, MB ranked 2nd"
2024-12-20,MBB,MBB: Notice of securities trading changes in listing
2024-12-18,MBB,MBB: The Board's decision on changing the location of Thai Thuy Transaction Office
2024-12-18,MBB,MBB: Decision of the Board of Directors on changing the location of the Bai Chay transaction office
2024-12-18,MBB,"MBB: Ms. Nguyen Thi Thuy - Member of the Executive Board registered to sell 62,000 shares"
2024-12-17,MBB,"MBB: 18.12.2024, additional listing of 19,240,000 shares"
2024-12-17,MBB,MBB: Notice of public bond offering in phase 3
2024-12-13,MBB,"MBB: Mrs. Nguyen Thi Thuy's sister -in -law - Member of the Board of Directors registered to sell 98,400 shares"
2024-12-11,MBB,"MBB: MBB grassroots trade union registered to receive transfer of 10,526 shares"
2024-12-11,MBB,MBB: Resolution of the Board of Directors approving a transaction contract with the involved party
2024-12-11,MBB,MBB: Rules of amendment company
2024-12-11,MBB,MBB: Mr. Le Xuan Vu is no longer a member of the BOM from 10.12.2024
